Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_SwapPssDirty,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_AssetManagers,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.os.Process_start,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_JavaNativeInterface_java.lang.Runtime_loadLibrary,API_JavaNativeInterface_java.lang.Runtime_load,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_postWebMessage,API_WebView_android.webkit.WebView_savePassword,API_WebView_android.webkit.WebView_setHttpAuthUsernamePassword,API_WebView_android.webkit.WebView_getHttpAuthUsernamePassword,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_databaseList,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_Database_android.database.sqlite.SQLiteDatabase_create,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_sendStickyBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_DeviceInfo_android.content.pm.PackageManager_getInstallerPackageName,API_DeviceInfo_android.content.pm.PackageManager_getInstalledApplications,API_DeviceInfo_android.content.pm.PackageManager_getInstalledModules,API_DeviceInfo_android.content.pm.PackageManager_getInstalledPackages,API_Network_java.net.URL_openConnection,API_Network_org.apache.http.impl.client.AbstractHttpClient_execute,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_Network_com.android.okhttp.internal.http.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_warning,Logcat_info,Logcat_verbose,Logcat_error,Logcat_total,Process_total,Hash,Category,Family
94431,36596,10792,44568,99388,38148,0,19486,16187,3298,9,1,7,1,4,0,32,35,15,46,4,0,1,0,0,0,0,0,0,0,47,0,0,17,0,0,0,0,0,0,0,11,9,0,0,0,0,0,4,0,94,0,0,0,29,0,0,0,65,66,0,0,29,0,17,0,0,22,0,184,173,0,0,132,131,122,64,22,10,0,0,10,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,11,0,10,10,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,69,27,11,2952,12,4183,12,3,1,3377,3602,4143,1568,1156,13846,189,12a54451492cafd4f3bdee571511a02283452a5d5aaf68d096cac8988c7536e6,Adware,shedun
30866,24,11140,26704,76920,28,0,7990,5817,2172,0,0,4,0,2,0,4,24,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2281,6,1447,16,4,1,2638,2844,1531,2306,1013,10332,189,372d529e37b1749bc9583b696b52f8aa4e759bc785d60ba351a3d7438d056de1,Adware,ewind
88753,3080,10676,74660,103236,3284,0,33088,24220,8867,247,11,14,11,5,0,45,42,47,72,2,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,12,11,11,301,159,10,0,0,15,10,0,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,21,21,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,16,1,1,73418,76,9946,66,3,0,1679,854,3455,2066,3424,11478,198,0197c6fb4269c39e2b854a96e251ee81a9beb2be0e8cdf64b6548b051b017e77,Adware,leadbolt
98419,39648,10776,43276,97416,41268,0,26639,22087,4551,9,1,7,1,4,0,31,35,10,42,3,0,1,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,0,0,0,5,4,0,6,0,0,0,13,0,73,0,0,0,22,0,0,0,51,51,0,0,22,0,8,0,0,7,0,104,101,0,0,3,3,94,64,29,16,4,2,12,0,12,0,0,0,0,4,10,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,5,0,15,13,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,41,32,5,2640,19,7851,21,5,1,2547,3670,1594,2129,1360,11300,189,7057a76f7d547a7c1a40b3efd3c8ae8c9d4ae5e26124a95ade2e010caad5a4c8,Adware,shedun
93371,16776,11144,66148,76656,16792,0,9206,5761,3444,0,0,2,0,2,0,5,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,9,0,43,42,0,0,3,0,13263,13299,0,0,0,0,8,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,3,2,2721,1704,1507,1390,603,7925,183,46140a6c166c46d75bfa77b99db3689b618f09867a3ee16b483551a6ea7d964e,Adware,mobidash
31848,3740,12796,23280,73864,3756,0,7900,4700,3199,0,0,2,0,2,0,2,23,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2826,1395,5505,1515,3856,15097,187,bfeed632106064c001256893ec7850b39f129142485428fde903ddba0da829df,Adware,inoco
88837,35696,10772,41836,107004,37188,0,21632,16670,4961,9,1,7,1,4,0,37,37,11,47,4,0,1,0,0,0,0,0,0,0,24,0,0,8,0,0,0,0,0,0,0,10,7,0,0,0,0,0,4,0,68,0,0,0,18,0,0,0,51,51,0,0,18,0,8,0,0,14,0,170,170,1,0,136,134,56,36,31,29,20,10,8,0,5,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,19,438,148,125,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,50,35,10,9834,17,4032,19,4,1,2495,1211,2704,3605,1582,11597,189,05241f0e0d7910f0241f6279b21b2f5e38c426375cce98df87db09db2679580c,Adware,shedun
126424,10516,10664,108056,82236,10720,0,108018,73236,34781,447,2,21,17,4,0,47,41,20,50,2,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,32,31,6,6,0,0,13,11,15,18,0,0,2,0,1,0,0,0,0,0,9,0,0,0,0,0,0,228,0,440,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,28,0,1,16237369,12746,429656,8882,4,1,1863,1519,804,1827,2594,8607,188,47f75a00cf05f0bfc93ccd188dff0d40769cace144fe721f0a3fc3469dd2168c,Adware,dowgin
30050,24,11168,26708,69568,28,0,8007,5795,2211,0,0,4,0,2,0,4,24,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1878,10,1233,10,4,1,2848,1486,997,5020,2004,12355,193,5848cc0dbffb6861037703db172441b74be9403ec269208dc7cfdaf93eeafd2d,Adware,ewind
71535,4524,10768,57236,95244,4660,0,29291,22301,6989,44,4,7,3,4,0,18,31,44,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,6,2,0,2,3,0,0,0,3,3,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,142,72,0,0,0,2,6,0,2,0,0,0,1,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,3086,22,5118,27,4,1,796,2991,2494,1523,1934,9738,188,664d861b217292b7fc26ddd90030505b2c817c279c721f385cd7e0917ef2957d,Adware,leadbolt
