Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_SwapPssDirty,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_AssetManagers,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.os.Process_start,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_JavaNativeInterface_java.lang.Runtime_loadLibrary,API_JavaNativeInterface_java.lang.Runtime_load,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_postWebMessage,API_WebView_android.webkit.WebView_savePassword,API_WebView_android.webkit.WebView_setHttpAuthUsernamePassword,API_WebView_android.webkit.WebView_getHttpAuthUsernamePassword,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_databaseList,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_Database_android.database.sqlite.SQLiteDatabase_create,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_sendStickyBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_DeviceInfo_android.content.pm.PackageManager_getInstallerPackageName,API_DeviceInfo_android.content.pm.PackageManager_getInstalledApplications,API_DeviceInfo_android.content.pm.PackageManager_getInstalledModules,API_DeviceInfo_android.content.pm.PackageManager_getInstalledPackages,API_Network_java.net.URL_openConnection,API_Network_org.apache.http.impl.client.AbstractHttpClient_execute,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_Network_com.android.okhttp.internal.http.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_error,Logcat_info,Logcat_verbose,Logcat_debug,Logcat_total,Process_total,Hash,Category,Family
82966,3584,10932,68884,87156,4904,0,37209,28566,8642,277,6,7,4,5,0,33,35,16,36,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,110,0,110,2,0,1,1,0,1,0,0,2,0,3,0,0,0,0,4,8,6,12,0,0,7,7,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,2,0,0,0,0,0,0,0,10,4,1,1907,20,4029,49,5,0,1462,495,2052,1528,1132,6669,190,0de807aebe7fa6725c7b49a8cf9e1bfa994b649e6f165b3ef5f5b8ae426c9a46,No_Category,appoffer
50509,5536,10580,37952,99212,5552,0,19265,14737,4527,108,2,6,2,4,0,20,34,8,31,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,3,6,2,12,0,0,0,0,3,0,6,3,12,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,1,1,2624,15,3348,17,3,1,1515,4594,2095,3336,680,12220,190,d35a4527eaa07de815e5136fa2e02d78824d56b434a96a7e2cbfa9737bc18339,No_Category,gibdy
83497,27248,10660,47696,89580,28800,0,29497,24394,5102,75,2,8,4,4,0,35,37,12,48,3,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,23,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,9,0,1,7294,62,10626,130,3,1,2210,1523,2599,1034,1533,8899,187,f5ee9550f938075301c5c49b9d33f0b9de87de91718024521994ae1e95665e75,No_Category,hasad
61010,11228,10824,38760,105184,11280,0,16145,12241,3903,9,1,7,1,4,0,24,29,5,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,2,0,47,0,0,9,16,0,31,31,0,31,0,0,19,0,1,0,0,23,0,64,80,1,0,0,0,74,37,0,0,0,16,32,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,120,120,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,115,0,16,0,0,0,0,4,2,3176,4803,1103,1504,1969,12555,188,48e450e25dad0e4190f8ea052de647202451b6b135b0dc12be7168552db1f7d3,No_Category,phonespy
88242,23216,12656,56296,86840,24560,0,28222,23751,4470,46,4,8,4,4,0,38,37,10,43,2,0,4,0,0,0,0,0,0,0,36,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,9,9,0,8,9,0,0,0,0,0,0,0,9,0,0,0,0,8,0,24,23,13,2,0,0,3,3,16,50,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,28,0,0,0,0,0,0,0,0,16,0,1,7284,60,4434,66,4,1,1549,2417,3547,2962,774,11249,191,866d8283b1e39b53a59744b2a13d09ec61be5a5f81ec246c6cbee62330daf29a,No_Category,smsstealer
45740,5196,12668,30712,91236,7652,0,17220,12849,4370,9,1,4,1,2,0,7,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,72,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,18,40,1,6360,106,3,0,3388,2893,1677,949,2244,11151,189,e787ffd8d06e10755cf27beb1f01b7a78948125ee48e3f78976bf34a1b454ea2,No_Category,fengvi
60594,2796,10864,46744,76836,7472,0,23756,17289,6466,191,2,8,5,2,0,11,34,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,3,0,7,0,0,0,4,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,3,16,0,0,5,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,11,0,1,1707,15,2357,19,5,0,234,52,1375,2918,83,4662,191,c59412d2ab7f38c961e751b9b73bf2c39166c4ff65b101d888b3a21583f51eee,No_Category,appoffer
40101,2348,10984,30508,87608,2364,0,17400,13128,4271,42,2,6,2,2,0,11,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,3,0,3240,1509,2412,3642,915,11718,189,b25b8d7b92a96f41987876e1c78ecac375ee70b78c6f92d8ac4ff4842a62d069,No_Category,kefamad
126216,552,10988,122424,55548,556,0,15649,12316,3332,4,0,6,1,2,0,4,24,3,15,0,0,0,0,0,0,1567,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,2,2,0,2,0,0,2,0,0,0,0,9,0,1,2,8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,0,1512,2977,2576,4017,1861,12943,190,62ec3f4804acfc542a281e9d16cb18d7e66090de28d21d3f225a8545d5fdd879,No_Category,kabun
72184,5804,10596,58220,98720,5816,0,26566,21326,5239,123,2,8,2,4,0,23,38,5,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,38,0,5,8,11,0,21,21,15,36,0,0,12,0,2,0,0,6,0,3,3,2,4,0,0,22,11,0,0,0,1,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,4,17,17,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,19,0,1,841277,757,25454,468,4,1,1507,2605,1320,1975,525,7932,193,595783b9b6c5b3187d773a0895453145b84a63796d613128d7fafb9eb90bf99d,No_Category,sakezon
47838,5664,12716,33272,84440,5888,0,19226,15122,4103,6,1,5,1,2,0,10,28,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,15,0,0,0,0,6,0,1651,1347,2783,4178,4101,14060,189,a92242060f73575b6b890128391d90ac863d96ac9a73c633a52b1cc48e5f06ff,No_Category,joke
87871,9100,10668,67648,98856,9208,0,38929,27023,11905,85,5,6,2,6,0,31,31,13,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,3,0,47,47,17,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,104,10,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,1,11385,12,918,13,5,0,2295,1499,1938,452,1380,7564,188,38984c5425cb17fb45d7c2e731c9d8fd81c51d96f886cc996e9441ed5f7cc155,No_Category,mobdown
43036,2532,11052,32648,91944,2588,0,15917,11608,4308,85,2,6,3,2,0,14,31,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,435,5,443,6,3,0,4577,2884,673,1984,1578,11696,188,7f649da30877daa5e55038d5d2905fc9bc644d2cad6f7e99686effc4afd187f3,No_Category,ggtracker
64584,7688,8336,45736,79920,7764,0,21687,16211,5475,152,3,5,2,2,0,17,31,9,36,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,20,0,0,106,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,1,107306,153,18954,173,4,0,2161,4473,767,4119,1639,13159,194,41753747ec501fd3bb0a5dbe35505fbab358b3f9e229774066d7d93b48e1dab3,No_Category,vemnotiba
