Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_SwapPssDirty,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_AssetManagers,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.os.Process_start,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_JavaNativeInterface_java.lang.Runtime_loadLibrary,API_JavaNativeInterface_java.lang.Runtime_load,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_postWebMessage,API_WebView_android.webkit.WebView_savePassword,API_WebView_android.webkit.WebView_setHttpAuthUsernamePassword,API_WebView_android.webkit.WebView_getHttpAuthUsernamePassword,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_databaseList,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_Database_android.database.sqlite.SQLiteDatabase_create,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_sendStickyBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_DeviceInfo_android.content.pm.PackageManager_getInstallerPackageName,API_DeviceInfo_android.content.pm.PackageManager_getInstalledApplications,API_DeviceInfo_android.content.pm.PackageManager_getInstalledModules,API_DeviceInfo_android.content.pm.PackageManager_getInstalledPackages,API_Network_java.net.URL_openConnection,API_Network_org.apache.http.impl.client.AbstractHttpClient_execute,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_Network_com.android.okhttp.internal.http.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_info,Logcat_verbose,Logcat_warning,Logcat_error,Logcat_total,Process_total,Hash,Category,Family
107426,33216,10608,57880,103180,39136,0,36775,30401,6373,200,8,12,8,4,0,49,44,12,51,3,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,7,0,24,25,0,26,0,0,16,16,8,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,17,0,1,3511,27,4996,31,3,1,3212,2592,1745,1879,838,10266,193,c0133595575d3311d64d7b4cbb8765c51eb35e686ece950fd6fc65d3c8246a9f,Zero_Day,SINGLETON:939abef572e3cac26239b8e74a255eba
62619,4368,10728,52100,83608,4380,0,34280,28272,6007,94,5,10,7,3,0,18,36,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,1,658,7,867,9,4,0,747,1520,2145,3175,3325,10912,188,13d5974c505c7e30671f717ee43b85624e2ad55f120c6e7a4bde586188b22914,Zero_Day,SINGLETON:3e0c507d2ae5921e429956cd4ad95b28
55226,6120,8464,37008,71108,6128,0,24473,19963,4509,310,3,4,1,4,0,18,32,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,2,0,2,0,0,1,0,0,0,2,0,0,3,6,6,0,0,0,1,1,16,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,40230,51,6234,69,5,0,1968,2820,1129,1619,2217,9753,191,d8ee2dd2392c3bb9486e3e7c4943a7c19a76a7196415f41359ac7dee99f56663,Zero_Day,SINGLETON:d707b76d22f89cff50708d34e9f1a04b
53149,7800,11120,39256,82156,7844,0,8315,5855,2459,0,0,5,1,2,0,2,25,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,14,0,0,53,0,431,0,0,0,28,0,0,0,389,389,0,0,59,0,0,0,0,6,0,2,4,0,12,207,207,123,85,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,19,8,3,0,0,7,16,236,235,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,75,0,4,8009,46,13694,73,3,1,2346,3074,2060,638,1514,9632,185,51ec2d499a51c83771988e047f734f51e10ff2f57612bf25a43eb88e0df9addc,Zero_Day,SINGLETON:32b5e16967a9dc1ffe11cb613fefb48b
95889,29848,10900,46244,143296,30172,0,27025,22738,4286,11,2,6,1,26,0,18,31,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,212,0,0,0,82,2,105,105,23,128,2,2,75,0,9,0,0,29,0,30,60,0,0,226,224,9,7,75,106,106,68,0,0,57,0,0,0,0,106,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,9,7,0,0,0,0,3,3,1148,4120,1575,3241,3040,13124,188,b81f3d1926a2147413043a7c43af0dbed4ba48348298058c044c3114696b346e,Zero_Day,SINGLETON:3cd16db36aa407ee0f5fcb9e4b0073eb
43529,4920,12048,29876,91856,4936,0,14236,11343,2892,11,1,5,1,2,0,12,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9,0,6,12,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,6,0,0,5700,95,3,1,862,1501,5627,2179,4705,14874,187,ea2a8249405a93ebcd9b77dd675fff016feaf3f6bb26504932a582c947a03fea,Zero_Day,SINGLETON:d5991a9fb747336f8b57c0b86e4c2a68
97768,17628,8524,44900,137004,18432,0,29387,25354,4032,80,4,6,3,4,0,33,38,11,44,3,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,12,0,30,11,0,11,4,0,10,10,17,27,0,0,4,0,10,0,1,0,0,48,48,0,22,0,4,113,202,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,21,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,0,2,97190,225,36957,242,5,0,1791,7332,2490,1507,1739,14859,194,f24ccad06e6c3ca6ae15d1a714c87bcec60038c44ddcece88f0fbd2f18ed7c0f,Zero_Day,<unknown>
104346,38928,10748,52576,102572,40524,0,33832,29640,4191,103,4,8,4,4,0,31,37,8,32,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,3,0,1510,3911,2257,3564,1270,12512,187,eef643a6103e80f1663a93d7059f08f75ae5b859f466f2686e7737d216711c78,Zero_Day,SINGLETON:b8ec79b0539695f92497cf8f4f6cee22
114225,40984,9948,53312,87128,46588,0,31301,26575,4725,108,3,6,1,4,0,38,35,10,41,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,45,48,1,0,2,2,0,0,9,8,14,4,8,4,0,0,0,0,4,8,10,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,46,0,0,0,0,0,0,0,0,36,0,2,0,0,0,0,4,1,1586,1649,2367,615,1656,7873,189,2f630b5674e58f6d93400ad130aeecc30d365a83cd8ecaf4888a0ef44041265c,Zero_Day,SINGLETON:cd400abe4426b3c249923b3be11c57bb
87899,8180,10552,68512,103300,10880,0,41802,32769,9032,667,6,8,5,2,0,29,39,7,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,9,0,0,0,3,0,6,6,0,6,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,12,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,75,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,10,4,0,0,0,1,0,0,0,0,76,0,1,221029,421,54601,463,4,0,1508,3159,654,5944,2054,13319,187,f99d1feda7894bb84f4c9931896dfbdb0b2b986a18bfb525c8dda4ab9bc7608c,Zero_Day,SINGLETON:5113e06b2539c372d9a06a58eb145f2d
