Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_SwapPssDirty,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_AssetManagers,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.os.Process_start,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_JavaNativeInterface_java.lang.Runtime_loadLibrary,API_JavaNativeInterface_java.lang.Runtime_load,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_postWebMessage,API_WebView_android.webkit.WebView_savePassword,API_WebView_android.webkit.WebView_setHttpAuthUsernamePassword,API_WebView_android.webkit.WebView_getHttpAuthUsernamePassword,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_databaseList,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_Database_android.database.sqlite.SQLiteDatabase_create,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_sendStickyBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_DeviceInfo_android.content.pm.PackageManager_getInstallerPackageName,API_DeviceInfo_android.content.pm.PackageManager_getInstalledApplications,API_DeviceInfo_android.content.pm.PackageManager_getInstalledModules,API_DeviceInfo_android.content.pm.PackageManager_getInstalledPackages,API_Network_java.net.URL_openConnection,API_Network_org.apache.http.impl.client.AbstractHttpClient_execute,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_Network_com.android.okhttp.internal.http.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_error,Logcat_verbose,Logcat_debug,Logcat_info,Logcat_total,Process_total,Hash,Category,Family
104370,5384,10604,93116,94356,5420,0,87280,54132,33147,256,5,7,4,2,0,17,32,9,35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,6,0,0,72,42,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,1,22531,35,5636,38,3,0,1879,715,97,2256,3185,8132,195,f45c661b4b8f2ba4b7b52604753d53fe3d89e7ab0ab860588d3197515a1b76eb,No_Category,mobdown
72818,4896,10724,61268,97844,4964,0,31686,25016,6669,486,13,13,10,2,0,14,37,8,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,1,0,1,11,0,0,0,19,19,0,0,20,0,4,0,0,0,0,1,2,6,18,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,30954,76,20156,91,3,0,1826,734,2956,111,3051,8678,194,bf095f3999a2a3f3f4f73b4522b8d114f0d09bff7a482389bdd79d85faf9b35f,No_Category,overseer
85469,38740,10796,36008,98608,40460,0,16782,14184,2597,4,1,6,1,4,0,18,31,11,45,0,0,0,0,0,0,0,0,0,0,17,0,0,102,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,96,91,21,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,34,17,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,3,1,749,7423,2123,3977,123,14395,192,292cda6eb79c83a4dee41d3a18dbb7aab40e8d7e3fa0ba9b67e33156d42321f6,No_Category,sacto
32971,1560,11272,26180,81328,1572,0,9996,6123,3872,6,0,5,1,2,0,3,24,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,2,0,10241,2872,2169,131,979,16392,192,75033df8d91fd601511bf5f0557f6e23805dcb1594dd4485fac337de843b8572,No_Category,stampeg
60590,4852,10648,49584,88748,5204,0,31242,24870,6371,275,6,6,1,4,0,33,36,10,39,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,19,1,0,11,11,5,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,1,421,4,718,5,3,1,613,2095,4514,2704,118,10044,194,979379d6a9054db087e458ad278101ecf66e1702a6daec7e2786351ad9119193,No_Category,appflood
79554,12260,8308,47104,95244,14172,0,34983,29267,5715,324,5,9,4,4,0,46,46,41,50,2,0,4,0,0,0,6,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,23,0,0,0,0,23,23,11,0,0,0,2,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,7,0,1,1920,20,7321,56,3,2,4686,5442,1591,111,6542,18372,194,04edb9b933bdf4510130a079a32fe86a902da4bcb0b3c20d4122ef8d75083836,No_Category,cyfin
117952,29528,10656,78444,104876,30936,0,44230,36061,8168,419,7,8,5,5,0,43,38,10,42,3,0,5,0,0,0,3,1,0,0,19,3,5,30,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,35,0,14,0,0,179,215,0,0,0,1,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,16,0,2,0,0,0,0,5,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,11,0,1,387711,459,45908,422,2,0,1633,2053,713,108,3107,7614,195,bc913d30aa643f3dae40f1619ed87042e19fbc422c694c036532925bd7b18f28,No_Category,ormmaad
72772,7808,10552,56148,105504,7892,0,22661,17200,5460,61,2,7,1,2,0,20,32,8,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,15,0,0,0,0,0,0,21,0,0,0,4,0,0,0,17,17,0,0,4,0,2,0,0,6,0,12,24,7,6,21,21,128,208,4,8,0,2,0,0,28,0,0,0,2,0,6,0,0,0,0,0,0,108,0,3,0,6,0,0,0,0,0,132,19,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,0,2,15537,91,16287,111,2,2,2341,696,2345,111,2985,8478,192,a4add60138b4ccaf6baadd0900fea81937f4c44de39e0017df5b5f8161568bbe,No_Category,batmob
117925,17076,8384,81748,103484,17120,0,39032,28505,10526,148,4,6,2,6,0,50,40,14,57,3,1,4,0,0,0,0,0,0,0,3,0,2,4,173,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,62,0,6,51,51,155,331,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,1,164,37,36,0,0,0,0,0,0,20,44,0,0,0,0,0,0,0,0,8,0,1,167919,218,22399,167,4,0,969,1736,3075,2048,109,7937,196,0fe3a9c1f634eabc2c746b3078f70e23822cd5d172eaa1cb11ff7998a7a42ee5,No_Category,kyvu
91710,22732,10700,61436,86920,22948,0,47994,30430,17563,37,1,5,1,4,0,24,31,9,38,2,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,0,8,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18,18,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,33,0,7,0,0,0,0,3,0,3714,434,2147,5186,762,12243,196,d5e885e4c01a0e31f5f65baa1cb6a2cb75a23c8eefe0ae819a039ff4b92e972d,No_Category,golddream
108315,39464,10812,55756,100848,41176,0,38305,32872,5432,94,2,5,2,4,0,40,36,10,40,4,0,5,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,56,0,4,22,22,15,17,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,10,0,4,0,2,0,4,0,0,2,0,3,3,0,0,0,0,0,0,6,40,0,0,0,0,0,0,0,0,9,0,2,80647,74,8387,63,2,0,819,19180,2566,1991,109,24665,192,a6d6956d554651045373cf229926691fa7402c08ac3e123d2aac3d2cb600cbdf,No_Category,callflakes
89193,6928,11152,59972,139256,7176,0,33381,25570,7810,225,8,13,9,5,0,33,39,20,53,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,20,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,3,0,377,2276,3671,1206,3488,11018,193,5593746f8225b725106055dd5c900161e7be42eadb62aca6c26baaf3f1399a86,No_Category,catchyou
49839,5696,11616,37896,74852,5712,0,21400,18224,3175,9,1,5,1,2,0,8,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,18,0,0,0,0,2,0,3983,162,1344,501,1825,7815,191,085b699f715f25254538a6edf77ff3a921222d5559c668f3e833fc40bfbf189d,No_Category,smskey
93168,30072,11688,54156,100104,31548,0,31857,24973,6883,62,2,7,3,4,0,34,37,11,43,3,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,21,0,0,0,0,72,36,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,1,22300,31,2873,45,3,1,1476,1372,2747,111,1157,6863,191,672ec89c10dba16f2154ac51bd8f18a5c3ff77354458a00ed2efee0df842afa7,No_Category,hasad
64675,8712,9904,49336,81536,8724,0,29911,23154,6756,60,1,4,1,4,0,9,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,2,0,3008,713,3685,1814,114,9334,191,1f180871a1c8d96c08185cc75ab84d95d281016d5247d238ff0be02320b3c22c,No_Category,spymob
59150,3132,10624,49472,102296,3144,0,34576,26463,8112,264,9,11,7,3,0,25,37,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,2,13,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,11449,13,994,14,2,1,120,7035,2839,629,1902,12525,194,b0838525f81f0a45d2bc3524c846412bd1dd891db16d333e2ddea62c991d3b9c,No_Category,vemnotiba
195072,22784,10828,163804,97628,23596,0,70645,60240,10404,313,5,16,13,4,0,43,48,79,71,2,24,12,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,29,31,19,20,0,0,524,423,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,110,0,63,0,2,0,2,0,0,0,0,9,9,0,0,0,0,0,0,8,62,0,0,0,0,0,0,0,0,15,0,1,5197849,3837,144545,2504,2,0,1782,4191,1251,369,3042,10635,192,a24cf6d120dd0be6614d1715813805a52e64f9151aab711e059b5a4be7cd0523,No_Category,callflakes
37996,2036,10768,30572,93516,2044,0,15529,11726,3802,13,1,5,1,3,0,11,29,7,27,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,3,6,4,0,0,0,3,3,1,0,2,2,4,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,874,5,1610,14,2,1,2246,2866,1247,117,726,7202,190,81e0bb0cafeb990192377a4da4fb15080d7688238ea5a782b7ef8ce24b9cd4c5,No_Category,gibdy
112264,43796,10608,55528,103608,45412,0,30004,24814,5189,20,1,5,3,4,0,33,35,10,42,2,1,1,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,18,32,0,0,0,0,0,0,0,118,0,0,21,16,0,32,32,102,134,0,0,16,0,0,0,0,3,0,216,200,4,6,0,0,135,93,17,0,34,0,34,0,17,0,0,0,17,0,37,0,0,0,0,0,0,0,0,0,0,27,0,32,0,0,0,0,0,0,0,0,0,0,0,0,34,40,0,0,0,17,0,0,0,0,87,0,16,22879,176,26528,271,3,1,671,172,2230,2088,7276,12437,192,3ec6e58dd9cd03a11511b50bfc572340eb75dc99a495067dafb5bbb455fcabc7,No_Category,callpay
48928,6008,11372,36008,81116,6024,0,13253,10429,2823,10,1,4,1,2,0,11,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,34,0,0,0,51,51,52,52,17,0,62,0,0,0,0,34,68,20,0,0,51,4,1926,17,34,34,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,103,0,17,1860,45,7506,66,2,0,2995,8301,263,2697,1249,15505,193,921f7cb3346ae910945fbf841ebe8187fd22adf461351b432b32c3d7fb631922,No_Category,indexer
118467,22668,11564,86572,93012,23832,0,33915,26126,7788,13,2,4,1,4,0,41,35,11,45,3,0,1,0,0,0,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,37,49,1,0,11,11,174,428,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,6,0,1,7939324,6980,332001,4455,2,0,2057,137,1507,1784,3766,9251,192,b6b93e8472675429c1fb69a501f79a8d2130af44cd03117aaf98b4ac9ba2ec11,No_Category,frelect
96764,22328,10616,62420,101176,26096,0,31851,25322,6528,174,9,12,9,5,0,34,41,11,44,2,0,5,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,14,0,0,22,12,5,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,7,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,13,2,1,4784,23,1919,28,3,0,2935,1112,427,2729,3716,10919,193,96f35e31db94379b4d3bf1b96af8131d9a1e9204bd00c6c28fa92446f3a59e61,No_Category,suad
47689,7364,11544,32400,67168,9616,0,15231,11974,3256,15,1,5,1,2,0,10,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,20,0,0,0,0,2,0,3359,2879,793,12362,114,19507,190,86db312c41641cb0a53b65c2d1a4feda743b4b95f6fa08f31028982ad2090bb2,No_Category,irtard
46180,5768,10896,30300,97588,8600,0,18676,14310,4365,107,1,6,3,2,0,10,30,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,52,0,0,70,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,15,0,0,0,0,2,0,1703,3188,5035,3383,115,13424,193,4c3b9c4904ca8aa8e03b0da5daa92856656a3b400b737009aa6fb3c2e77d5d2c,No_Category,paycall
41181,6552,12320,27928,75168,6560,0,15188,11022,4165,16,1,5,1,2,0,8,29,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,2,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,17,0,15,2241,15,1470,15,3,1,2123,6560,2275,162,543,11663,190,51b3bb400bff2b9645e4f9d4859834f60ce2a3078d875c005058fba17d61dc54,No_Category,smcc
79297,6152,10636,65340,102872,6288,0,19743,14688,5054,78,1,5,1,4,0,15,33,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,1062,1062,1068,1068,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,0,5,0,0,0,0,0,5,0,2,0,0,0,0,3,1,602,2719,2266,108,2589,8284,197,bff32764d126328802e94460f57fa0b62862cdb2ae979ab81ed5edb06f74df0f,No_Category,gibdy
49095,5860,10676,36764,94932,5884,0,18882,13874,5007,111,2,6,2,4,0,15,33,7,27,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,3,6,2,0,0,0,0,0,2,0,4,2,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,2,0,0,0,0,0,2,0,1,1756,10,2366,11,2,1,2518,679,106,2001,7967,13271,194,86c192342c1bc0d8773ce1db1be330f2021b9e35db49455357ccdcfc3ae84952,No_Category,gibdy
123958,29452,10484,74504,131216,30204,0,40760,32275,8484,61,1,6,2,8,0,59,44,26,105,7,0,1,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,170,0,8,204,204,388,423,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,7,0,8,0,0,4,452,42,42,0,0,0,0,0,0,56,2,0,0,0,0,0,0,0,0,40,0,5,53143,112,9707,117,3,0,107,2489,3045,974,3732,10347,195,dcec442fc24980924e6626b1e05da31d8187f672b991233175bd9f5c18f7f146,No_Category,ahopc
93948,32688,10664,52004,101040,33084,0,35180,31111,4068,60,2,5,2,4,0,32,33,9,36,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,80,76,0,14,0,0,34,17,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,80,4,0,0,0,0,0,0,0,26,0,6,10390,74,9323,91,2,0,3397,3296,2101,153,901,9848,195,29afee637bbbe3e03e36218df95a32a67cd54f64ca1753471c14773a306ee5d8,No_Category,erop
